,count,mean,std,min,25%,50%,75%,max
lacks_emergency_short_term_fund,48128.0,0.9576338098404256,0.2014252692584077,0.0,1.0,1.0,1.0,1.0
has_emergency_short_term_fund,48128.0,0.041015625,0.19832841649174504,0.0,0.0,0.0,0.0,1.0
lacks_long_term_govt_subsidy,48128.0,0.989735704787234,0.10079261154779447,0.0,1.0,1.0,1.0,1.0
has_long_term_govt_subsidy,48128.0,0.010035738031914893,0.09967561601267423,0.0,0.0,0.0,0.0,1.0
has_active_maintenance_schedule,48128.0,0.050469581117021274,0.21891413441734117,0.0,0.0,0.0,0.0,1.0
is_submersible_pump_non_operational,48128.0,0.9765832779255319,0.1512245164287467,0.0,1.0,1.0,1.0,1.0
is_submersible_pump_operational,48128.0,0.005152925531914893,0.071599437204386,0.0,0.0,0.0,0.0,1.0
lacks_solar_panel_cleaning_schedule,48128.0,0.9983793218085106,0.04022542994354537,0.0,1.0,1.0,1.0,1.0
has_solar_panel_cleaning_schedule,48128.0,0.001371343085106383,0.037006633978659345,0.0,0.0,0.0,0.0,1.0
is_water_source_arsenic_safe,48128.0,0.004301030585106383,0.06544173519235603,0.0,0.0,0.0,0.0,1.0
lacks_remote_monitoring_system,48128.0,0.996343085106383,0.06036238542248376,0.0,1.0,1.0,1.0,1.0
has_remote_monitoring_system,48128.0,0.0026387965425531913,0.051301929598531366,0.0,0.0,0.0,0.0,1.0
is_groundwater_level_fluctuating,48128.0,0.9579454787234043,0.2007156585630909,0.0,1.0,1.0,1.0,1.0
is_groundwater_level_stable,48128.0,0.037878158244680854,0.1909035374390085,0.0,0.0,0.0,0.0,1.0
has_constant_manual_pump_backup,48128.0,0.026886635638297872,0.16175378852435285,0.0,0.0,0.0,0.0,1.0
is_community_untrained_for_maintenance,48128.0,0.9748171542553191,0.15668177975092243,0.0,1.0,1.0,1.0,1.0
has_constant_technician_availability,48128.0,0.028050199468085107,0.16511799498012217,0.0,0.0,0.0,0.0,1.0
is_community_trained_for_maintenance,48128.0,0.02518284574468085,0.15668177975092243,0.0,0.0,0.0,0.0,1.0
lacks_alternative_water_source,48128.0,0.9757937167553191,0.15369069551538753,0.0,1.0,1.0,1.0,1.0
has_alternative_water_source,48128.0,0.02420628324468085,0.1536906955153875,0.0,0.0,0.0,0.0,1.0
is_pump_motor_cool,48128.0,0.004363364361702127,0.0659121815834877,0.0,0.0,0.0,0.0,1.0
is_pump_motor_overheating,48128.0,0.7305103058510638,0.44369932322207645,0.0,0.0,1.0,1.0,1.0
lacks_auto_voltage_regulator,48128.0,0.9960729720744681,0.06254348610334082,0.0,1.0,1.0,1.0,1.0
has_auto_voltage_regulator,48128.0,0.0034491356382978723,0.05862858110024963,0.0,0.0,0.0,0.0,1.0
has_constant_pipe_corrosion_issue,48128.0,0.0012674534574468085,0.035579113555590715,0.0,0.0,0.0,0.0,1.0
is_pipe_free_from_salt_corrosion,48128.0,0.9989195478723404,0.03285281078726068,0.0,1.0,1.0,1.0,1.0
is_pipe_corroded_by_salt,48128.0,0.0010804521276595745,0.03285281078726068,0.0,0.0,0.0,0.0,1.0
has_no_flood_submersion_history,48128.0,0.9993351063829787,0.025777225213561444,0.0,1.0,1.0,1.0,1.0
has_flood_submersion_history,48128.0,0.0005194481382978723,0.022785721397444048,0.0,0.0,0.0,0.0,1.0
is_inverter_fan_functional,48128.0,4.1555851063829786e-05,0.006446315816147236,0.0,0.0,0.0,0.0,1.0
has_constant_charge_controller_issue,48128.0,0.07369930186170212,0.2612836260804852,0.0,0.0,0.0,0.0,1.0
lacks_solar_charge_controller,48128.0,0.9336353058510638,0.24892108981608776,0.0,1.0,1.0,1.0,1.0
has_solar_charge_controller,48128.0,0.06636469414893617,0.24892108981608774,0.0,0.0,0.0,0.0,1.0
are_battery_terminals_safe,48128.0,0.12028341090425532,0.325296035379851,0.0,0.0,0.0,0.0,1.0
are_solar_panels_clean,48128.0,0.9888006981382979,0.10523358587682724,0.0,1.0,1.0,1.0,1.0
has_dust_accumulation_on_panels,48128.0,0.0038646941489361704,0.06204706503715092,0.0,0.0,0.0,0.0,1.0
is_pump_not_drawing_dry,48128.0,0.12175864361702128,0.3270102417716284,0.0,0.0,0.0,0.0,1.0
is_pump_draw_dry,48128.0,0.0038646941489361704,0.06204706503715092,0.0,0.0,0.0,0.0,1.0
is_local_technician_unavailable,48128.0,0.998296210106383,0.04124223969734243,0.0,1.0,1.0,1.0,1.0
is_local_technician_available,48128.0,0.0015999002659574468,0.03996715870824175,0.0,0.0,0.0,0.0,1.0
num_var1_0,48128.0,0.033784906914893616,0.31715830985161797,0.0,0.0,0.0,0.0,6.0
count_active_solar_panels,48128.0,0.1953125,3.1189229147828375,0.0,0.0,0.0,0.0,50.0
count_battery_banks_installed,48128.0,7.701189684650455,6.530749750039529,0.0,0.0,7.142857142857142,7.142857142857142,50.0
num_var5_0,48128.0,2.8946559175531914,0.6564927439335351,0.0,3.0,3.0,3.0,15.0
count_water_tanks_connected,48128.0,6.642702792553192,4.775439997551115,0.0,0.0,10.0,10.0,30.0
num_var6_0,48128.0,0.0003740026595744681,0.03349464750240305,0.0,0.0,0.0,0.0,3.0
num_var8_0,48128.0,0.09923537234042554,0.5365299983445595,0.0,0.0,0.0,0.0,3.0
count_sensors_deployed,48128.0,1.4274434840425532,8.326825323053889,0.0,0.0,0.0,0.0,50.0
num_var12_0,48128.0,0.21056349734042554,0.9387959887046847,0.0,0.0,0.0,0.0,111.0
count_maintenance_visits_total,48128.0,0.4577376994680851,2.12251763430058,0.0,0.0,0.0,0.0,50.0
num_var13_0,48128.0,0.16580784574468085,0.7385737383176023,0.0,0.0,0.0,0.0,15.0
num_var13_corto_0,48128.0,0.12840757978723405,0.613674273170999,0.0,0.0,0.0,0.0,6.0
count_minor_repairs_total,48128.0,1.025910073138298,4.96203026451635,0.0,0.0,0.0,0.0,50.0
num_var13_largo_0,48128.0,0.03740026595744681,0.40254658025290707,0.0,0.0,0.0,0.0,15.0
count_major_repairs_total,48128.0,0.11739527925531915,1.2651863188437487,0.0,0.0,0.0,0.0,50.0
has_no_medium_term_fund_balance,48128.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
count_pump_repairs_total,48128.0,0.5277593085106383,2.3606460408474446,0.0,0.0,0.0,0.0,50.0
num_var14_0,48128.0,0.07286818484042554,0.6824633725123149,0.0,0.0,0.0,0.0,111.0
count_inverter_replacements,48128.0,0.06545046542553191,0.9269933232297629,0.0,0.0,0.0,0.0,50.0
num_var17_0,48128.0,0.011220079787234043,0.3682932168133257,0.0,0.0,0.0,0.0,36.0
count_fuse_replacements,48128.0,0.015698877068557916,0.5236726786398043,0.0,0.0,0.0,0.0,50.0
num_var20_0,48128.0,0.010970744680851064,0.18108715626745125,0.0,0.0,0.0,0.0,3.0
count_remote_alerts_triggered,48128.0,0.1319398271276596,2.565096479926568,0.0,0.0,0.0,0.0,50.0
num_var24_0,48128.0,0.12672456781914893,0.6065164939050143,0.0,0.0,0.0,0.0,9.0
count_dry_run_events,48128.0,0.9474734042553191,4.776565264063712,0.0,0.0,0.0,0.0,50.0
num_var26_0,48128.0,0.09007230718085106,0.6212139725437336,0.0,0.0,0.0,0.0,33.0
count_voltage_surge_events,48128.0,0.1364731926982592,0.9412332917329298,0.0,0.0,0.0,0.0,50.0
num_var25_0,48128.0,0.08633228058510638,0.6083667580413578,0.0,0.0,0.0,0.0,33.0
count_overheating_events,48128.0,0.1308064857350097,0.9217678152141783,0.0,0.0,0.0,0.0,50.0
num_op_var40_hace2,48128.0,0.022689494680851064,1.0334568093273369,0.0,0.0,0.0,0.0,117.0
num_op_var40_ult1,48128.0,0.06314411569148937,2.08944097913842,0.0,0.0,0.0,0.0,234.0
num_op_var40_ult3,48128.0,0.08708028590425532,2.9617772911787146,0.0,0.0,0.0,0.0,351.0
num_op_var41_hace2,48128.0,1.6126994680851063,7.394008631574542,0.0,0.0,0.0,0.0,249.0
num_op_var41_hace3,48128.0,0.09499667553191489,1.2152855160158307,0.0,0.0,0.0,0.0,81.0
num_op_var41_ult1,48128.0,2.873524767287234,11.033818761716223,0.0,0.0,0.0,0.0,468.0
num_op_var41_ult3,48128.0,4.581220910904255,17.060401416002627,0.0,0.0,0.0,0.0,468.0
num_op_var39_hace2,48128.0,1.6353889627659575,7.475577603706687,0.0,0.0,0.0,0.0,249.0
num_op_var39_hace3,48128.0,0.0962433510638298,1.2351825098536888,0.0,0.0,0.0,0.0,81.0
num_op_var39_ult1,48128.0,2.9366688829787235,11.308514389560967,0.0,0.0,0.0,0.0,468.0
num_op_var39_ult3,48128.0,4.66830119680851,17.40990764383928,0.0,0.0,0.0,0.0,468.0
num_var30_0,48128.0,3.3706366356382977,1.3623880599108638,0.0,3.0,3.0,3.0,114.0
count_water_level_readings,48128.0,3.597225580270793,2.4892558264210565,0.0,0.0,4.545454545454546,4.545454545454546,50.0
num_var31_0,48128.0,0.018700132978723406,0.4079938110663633,0.0,0.0,0.0,0.0,36.0
count_salinity_tests,48128.0,0.02781933362884161,0.5937898647944542,0.0,0.0,0.0,0.0,50.0
num_var32_0,48128.0,0.003740026595744681,0.11915707397533219,0.0,0.0,0.0,0.0,6.0
count_arsenic_tests,48128.0,0.03116688829787234,0.9929756164611018,0.0,0.0,0.0,0.0,50.0
num_var33_0,48128.0,0.0023063497340425534,0.09952867453586275,0.0,0.0,0.0,0.0,12.0
count_vibration_anomalies,48128.0,0.014544547872340425,0.6643256306751941,0.0,0.0,0.0,0.0,50.0
count_grid_failures,48128.0,4.573827432402482,4.000342066237695,0.0,0.0,4.166666666666666,4.166666666666666,50.0
num_var37_med_ult2,48128.0,0.2683469082446808,1.644750100778235,0.0,0.0,0.0,0.0,90.0
num_var37_0,48128.0,0.42386968085106386,2.2353154412472365,0.0,0.0,0.0,0.0,111.0
count_inverter_shutdowns,48128.0,0.19093228867165035,1.0068988474086653,0.0,0.0,0.0,0.0,50.0
num_var39_0,48128.0,2.720433011968085,1.141926539667331,0.0,3.0,3.0,3.0,33.0
num_var40_0,48128.0,0.03366023936170213,0.31658141365732384,0.0,0.0,0.0,0.0,6.0
count_pump_motor_faults,48128.0,0.1932347074468085,3.1023532518575467,0.0,0.0,0.0,0.0,50.0
num_var41_0,48128.0,2.695250166223404,1.108463561006542,0.0,3.0,3.0,3.0,33.0
count_battery_failures,48128.0,0.1932347074468085,3.1023532518575467,0.0,0.0,0.0,0.0,50.0
num_var42_0,48128.0,3.204828789893617,0.9881673431006266,0.0,3.0,3.0,3.0,114.0
count_solar_panel_cleanings,48128.0,6.14056959219858,4.165619097620516,0.0,0.0,8.333333333333332,8.333333333333332,50.0
num_var44_0,48128.0,0.005173703457446809,0.1259709313397659,0.0,0.0,0.0,0.0,6.0
count_technician_visits,48128.0,0.07999501329787234,1.9983579354120866,0.0,0.0,0.0,0.0,50.0
sensor_current_grid_power_status,48128.0,0.0001866959358377659,0.007086109488482573,0.0,0.0,0.0,0.0,1.2
sensor_current_water_tank_storage_liters,48128.0,0.6288080478997488,1.5233473724466084,0.0,0.4653815910636937,0.4658637318691552,0.4798458152275398,100.0
sensor_ambient_temperature_celsius,48128.0,141.4386402925532,2352.9397328079626,-2994.93,0.0,0.0,0.0,240045.0
sensor_daily_water_demand_liters,48128.0,6164.589648021943,51372.70352910037,0.0,0.0,0.0,0.0,3008077.32
sensor_short_term_pump_runtime_hours,48128.0,5072.131376329787,33252.32558656926,0.0,0.0,0.0,0.0,450000.0
sensor_long_term_pump_runtime_hours,48128.0,1523.3119722406914,20560.813774790186,0.0,0.0,0.0,0.0,1500000.0
sensor_average_daily_pump_runtime_hours,48128.0,6595.443348570479,39271.5875534589,0.0,0.0,0.0,0.0,1500000.0
sensor_panel_surface_dust_index,48128.0,71.50227601396277,3219.5319667771346,0.0,0.0,0.0,0.0,450000.0
sensor_coastal_humidity_percentage,48128.0,111.43247174202128,5121.36114009867,0.0,0.0,0.0,0.0,525742.2
sensor_battery_charge_percentage,48128.0,24.811902426861703,2273.687255255553,0.0,0.0,0.0,0.0,444004.95
sensor_wind_speed_kmh,48128.0,6068.275469581117,51232.44002759741,0.0,0.0,0.0,0.0,3008077.32
sensor_water_salinity_ppm,48128.0,77.31076545877659,795.490124236438,0.0,0.0,0.0,0.0,69756.72
sensor_rainfall_mm,48128.0,74.11808739195479,783.3103602990055,0.0,0.0,0.0,0.0,69756.72
has_zero_water_tank_balance,48128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_groundwater_arsenic_level,48128.0,0.4058302859042553,89.03143252933054,0.0,0.0,0.0,0.0,19531.8
sensor_current_groundwater_level_meters,48128.0,0.5446407994541177,1.9139149143861267,0.056232139467141,0.142715335152682,0.142801964752391,0.14944515560607946,100.0
sensor_panel_surface_temperature_celsius,48128.0,219.8212225731383,7419.705700395558,0.0,0.0,0.0,0.0,740006.61
sensor_inverter_temperature_celsius,48128.0,3.1926780668218084,120.24345573095535,0.0,0.0,0.0,0.0,12210.78
sensor_motor_vibration_level_mm_s,48128.0,7.300165392287234,466.0580017847827,0.0,0.0,0.0,0.0,51024.18
sensor_dust_accumulation_index,48128.0,1.0596742021276595,177.77164696427224,0.0,0.0,0.0,0.0,36000.0
sensor_grid_voltage_fluctuation_index,48128.0,40.43867229055851,559.0330178916674,0.0,0.0,0.0,0.0,60000.0
sensor_pump_flow_rate_lph,48128.0,4.541203873005319,116.61268817438938,0.0,0.0,0.0,0.0,8192.61
has_zero_solar_efficiency_balance,48128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensor_current_battery_voltage_volts,48128.0,0.4070857772917012,1.7334154116816183,0.0646305126234858,0.1640301321905117,0.1641297000798116,0.1680128477625094,100.0
sensor_solar_irradiance_wm2,48128.0,101.08858543882981,5350.26427338929,0.0,0.0,0.0,0.0,740006.61
has_zero_grid_power_balance,48128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_solar_panel_tilt_angle_degrees,48128.0,41.05371786347517,47.885150528361635,0.0,2.0202020202020203,3.0303030303030303,100.0,100.0
trend_depreciation_rate_1y3,48128.0,-50.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0
trend_community_fund_growth_1y3,48128.0,-49.5158743253673,6.9411230996246385,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_govt_fund_growth_1y3,48128.0,-49.94182179851739,2.411338893686372,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_ngo_fund_growth_1y3,48128.0,-49.99792219744943,0.45582809838534877,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_replacement_cost_increase_1y3,48128.0,-49.91065491022134,2.9877601831791023,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_maintenance_cost_increase_1y3,48128.0,-49.94597739361702,2.32367260726605,-50.0,-50.0,-50.0,-50.0,50.0
trend_repair_cost_increase_1y3,48128.0,-49.977144271917176,1.5116536983640605,-49.99999999,-49.99999999,-49.99999999,-49.99999999,50.0
has_no_reimbursement_delta,48128.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
trend_incoming_fund_increase_1y3,48128.0,-49.99584440489444,0.644631581550263,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_outgoing_expense_increase_1y3,48128.0,-49.99584441489362,0.6446315816147234,-50.0,-50.0,-50.0,-50.0,50.0
trend_internal_transfer_in_1y3,48128.0,-49.993766612341666,0.789501020875337,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_internal_transfer_out_1y3,48128.0,-49.997922207446805,0.4558280984309206,-50.0,-50.0,-50.0,-50.0,50.0
trend_scrap_value_change_1y3,48128.0,-49.9459773836215,2.3236726070336617,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_community_contribution_count_1y3,48128.0,-49.51587432537026,6.9411230996248445,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_govt_grant_count_1y3,48128.0,-49.9418217985177,2.4113388936863793,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_ngo_funding_count_1y3,48128.0,-49.997922197449185,0.45582809838534766,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_panel_replacement_count_1y3,48128.0,-49.91065491022174,2.9877601831791143,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_maintenance_claim_count_1y3,48128.0,-49.94597739361702,2.32367260726605,-50.0,-50.0,-50.0,-50.0,50.0
trend_repair_claim_count_1y3,48128.0,-49.977144271917176,1.5116536983640605,-49.99999999,-49.99999999,-49.99999999,-49.99999999,50.0
trend_expense_transaction_count_1y3,48128.0,-49.99584441489362,0.6446315816147234,-50.0,-50.0,-50.0,-50.0,50.0
trend_internal_in_count_1y3,48128.0,-49.993766612341666,0.789501020875337,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
trend_scrap_sale_count_1y3,48128.0,-49.94597738362097,2.323672607033649,-50.0,-49.99999999,-49.99999999,-49.99999999,50.0
cost_depreciation_value_bdt,48128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cost_community_contribution_3m_bdt,48128.0,34.1689153551838,308.5462279556682,0.0,0.0,0.0,0.0,10000.0
cost_community_contribution_bdt,48128.0,14.344335840536347,255.81818241579577,0.0,0.0,0.0,0.0,10000.0
cost_govt_grant_3m_bdt,48128.0,0.020441604352234695,2.261745014670308,0.0,0.0,0.0,0.0,419.1533783251912
cost_govt_grant_bdt,48128.0,0.8481236708570308,63.224429207446505,0.0,0.0,0.0,0.0,10000.0
cost_ngo_funding_3m_bdt,48128.0,0.7057568705673758,60.647954737309036,0.0,0.0,0.0,0.0,10000.0
cost_energy_sold_to_grid_bdt,48128.0,1.223972784273978,50.91747410745274,0.0,0.0,0.0,0.0,4330.004041337105
cost_panel_replacement_3m_bdt,48128.0,0.9158510377529603,74.62455327223178,0.0,0.0,0.0,0.0,10000.0
cost_panel_replacement_bdt,48128.0,0.2744306892911634,20.27358410740897,0.0,0.0,0.0,0.0,3714.851051858445
cost_reimbursement_maintenance_bdt,48128.0,1.1729947362588653,71.25917342964408,0.0,0.0,0.0,0.0,10000.0
cost_reimbursement_repair_bdt,48128.0,0.7308663803589517,63.78973047308604,0.0,0.0,0.0,0.0,10000.0
cost_insurance_premium_bdt,48128.0,9.75809726744303,152.4170939096292,0.0,0.0,0.0,0.0,10000.0
cost_grid_connection_fee_bdt,48128.0,12.229553172262026,144.65001060995476,0.0,0.0,0.0,0.0,10000.0
cost_fund_transfer_in_bdt,48128.0,0.40563820552600477,54.95311102303629,0.0,0.0,0.0,0.0,10000.0
cost_scrap_sale_bdt,48128.0,0.21906368432669418,23.686892391947943,0.0,0.0,0.0,0.0,4708.313862301078
has_no_recent_power_receipt,48128.0,0.9972573138297872,0.052299337232855916,0.0,1.0,1.0,1.0,1.0
has_no_recent_maintenance_log,48128.0,0.9180726396276596,0.274256870186457,0.0,1.0,1.0,1.0,1.0
has_constant_maintenance_log,48128.0,0.0936045545212766,0.2912808005807321,0.0,0.0,0.0,0.0,1.0
has_constant_power_failure_log,48128.0,0.09821725398936171,0.29761126551298484,0.0,0.0,0.0,0.0,1.0
has_no_recent_power_failure_log,48128.0,0.9131898271276596,0.28155960993220147,0.0,1.0,1.0,1.0,1.0
has_no_recent_alert_emission,48128.0,0.933115857712766,0.24982383911187644,0.0,1.0,1.0,1.0,1.0
has_no_recent_alert_received,48128.0,0.8699925199468085,0.33631515774735604,0.0,1.0,1.0,1.0,1.0
base_pump_motor_depth_meters,48128.0,0.10900099734042554,1.3603855791848536,0.0,0.0,0.0,0.0,100.0
num_aport_var13_hace3,48128.0,0.07455119680851063,0.5460205795827515,0.0,0.0,0.0,0.0,24.0
num_aport_var13_ult1,48128.0,0.018263796542553192,0.309192662087103,0.0,0.0,0.0,0.0,30.0
num_aport_var17_hace3,48128.0,0.0008103390957446808,0.07363758946739314,0.0,0.0,0.0,0.0,12.0
num_aport_var17_ult1,48128.0,0.0038646941489361704,0.18845703687750798,0.0,0.0,0.0,0.0,21.0
num_aport_var33_hace3,48128.0,0.0009973404255319148,0.0748943372521435,0.0,0.0,0.0,0.0,12.0
num_var7_recib_ult1,48128.0,0.009911070478723404,0.20397041860993717,0.0,0.0,0.0,0.0,12.0
num_compra_var44_hace3,48128.0,0.001558344414893617,0.09172135086102318,0.0,0.0,0.0,0.0,9.0
num_compra_var44_ult1,48128.0,0.008415059840425532,0.36093187779381236,0.0,0.0,0.0,0.0,39.0
num_ent_var16_ult1,48128.0,0.1861286569148936,1.0118324575804214,0.0,0.0,0.0,0.0,60.0
count_cycles_2_months_ago,48128.0,0.5338406525687598,1.422300467779387,0.0,0.0,0.0,0.0,50.0
count_cycles_3_months_ago,48128.0,0.5461131427304964,1.5096914814895714,0.0,0.0,0.0,0.0,50.0
count_cycles_last_month,48128.0,0.2948842150099734,1.1082308223158894,0.0,0.0,0.0,0.0,50.0
count_cycles_last_3_months,48128.0,0.6536389073581559,1.3414148643487678,0.0,0.0,0.0,0.641025641025641,50.0
num_med_var22_ult3,48128.0,0.6412898936170213,1.8603410215849154,0.0,0.0,0.0,0.0,78.0
num_med_var45_ult3,48128.0,4.040600066489362,10.914226556922953,0.0,0.0,0.0,3.0,249.0
count_months_since_tank_cleaning,48128.0,32.865483710106375,21.699467129338956,0.0,0.0,50.0,50.0,50.0
count_months_since_temp_sensor_calib,48128.0,0.8903341090425531,5.569155287258808,0.0,0.0,0.0,0.0,50.0
count_months_since_last_maintenance,48128.0,1.6882064494680848,8.093511190726403,0.0,0.0,0.0,0.0,50.0
count_months_since_minor_repair,48128.0,1.6234485815602833,8.032003765877292,0.0,0.0,0.0,0.0,50.0
count_months_since_major_repair,48128.0,0.294353945035461,3.5835889252360715,0.0,0.0,0.0,0.0,50.0
count_months_since_humidity_calib,48128.0,0.042941046099290774,1.1810687438066965,0.0,0.0,0.0,0.0,50.0
count_months_since_arsenic_test,48128.0,0.0036361369680851063,0.41086607428176763,0.0,0.0,0.0,0.0,50.0
count_months_since_vibration_check,48128.0,0.02112422429078014,0.9577392844585961,0.0,0.0,0.0,0.0,50.0
count_months_battery_warranty_valid,48128.0,26.507092198581553,12.024848488236062,0.0,16.666666666666664,33.33333333333333,33.33333333333333,50.0
count_months_since_panel_cleaning,48128.0,0.05263741134751772,1.3622546998340688,0.0,0.0,0.0,0.0,50.0
num_op_var39_comer_ult1,48128.0,2.19975897606383,9.263442342944687,0.0,0.0,0.0,0.0,438.0
num_op_var39_comer_ult3,48128.0,3.6099983377659575,15.08269753906628,0.0,0.0,0.0,0.0,600.0
num_op_var40_comer_ult1,48128.0,0.07542386968085106,2.23122704395104,0.0,0.0,0.0,0.0,210.0
num_op_var40_comer_ult3,48128.0,0.14124833776595744,4.5070499852880745,0.0,0.0,0.0,0.0,582.0
num_op_var40_efect_ult1,48128.0,0.0024933510638297874,0.15225777410985972,0.0,0.0,0.0,0.0,24.0
num_op_var40_efect_ult3,48128.0,0.0036153590425531913,0.20280058256398398,0.0,0.0,0.0,0.0,24.0
num_op_var41_comer_ult1,48128.0,2.1243351063829787,8.899731871949554,0.0,0.0,0.0,0.0,438.0
num_op_var41_comer_ult3,48128.0,3.46875,14.25389417959691,0.0,0.0,0.0,0.0,438.0
num_op_var41_efect_ult1,48128.0,0.7220121343085106,3.2394798745099163,0.0,0.0,0.0,0.0,90.0
num_op_var41_efect_ult3,48128.0,1.2108959441489362,5.195973285855792,0.0,0.0,0.0,0.0,156.0
num_op_var39_efect_ult1,48128.0,0.7245054853723404,3.2522330045167367,0.0,0.0,0.0,0.0,90.0
num_op_var39_efect_ult3,48128.0,1.2145113031914894,5.21535591878521,0.0,0.0,0.0,0.0,156.0
num_reemb_var13_ult1,48128.0,0.0016206781914893617,0.06971017821798149,0.0,0.0,0.0,0.0,3.0
num_reemb_var17_ult1,48128.0,0.0011220079787234044,0.10767109372869538,0.0,0.0,0.0,0.0,21.0
num_sal_var16_ult1,48128.0,0.005485372340425532,0.1662729140284011,0.0,0.0,0.0,0.0,15.0
num_var43_emit_ult1,48128.0,0.3972531582446808,2.3406646162207028,0.0,0.0,0.0,0.0,180.0
num_var43_recib_ult1,48128.0,0.8142661236702128,3.5706486756608538,0.0,0.0,0.0,0.0,264.0
num_trasp_var11_ult1,48128.0,0.1196808510638298,1.2092433075327962,0.0,0.0,0.0,0.0,93.0
num_trasp_var33_in_ult1,48128.0,0.0002493351063829787,0.0334958075424226,0.0,0.0,0.0,0.0,6.0
