,count,mean,std,min,25%,50%,75%,max
feat_72,76020.0,311.2951794253781,551.810820307431,-94.25477144239494,9.948618794716959,93.95947447392578,358.2854128641972,21142.032971377284
feat_73,76020.0,3.0442383583267563,6.206115855384688,0.0,0.0,0.0,3.0,234.0
feat_74,76020.0,9208103.129768481,303310817.9742564,-1.0,0.0,0.0,0.0,9999999999.0
feat_75,76020.0,0.02365167061299658,0.15196240607437878,0.0,0.0,0.0,0.0,1.0
feat_76,76020.0,0.41294632991318075,30.604863766118754,0.0,0.0,0.0,0.0,6600.0
feat_77,76020.0,131544.33014110575,36269040.57361549,-1.0,0.0,0.0,0.0,9999999999.0
feat_78,76020.0,0.032833464877663775,0.17820170086714512,0.0,0.0,0.0,0.0,1.0
feat_79,76020.0,0.09853985793212312,0.5349299151581246,0.0,0.0,0.0,0.0,6.0
feat_80,76020.0,11302.114381359153,75468.3330187388,-12438.90170059216,-1290.2164372920347,1184.0214921852298,4608.717439087895,7045064.571018561
feat_81,76020.0,0.06658774006840305,0.24930830421370198,0.0,0.0,0.0,0.0,1.0
feat_82,76020.0,1.8748082083662196,388.24502179649227,0.0,0.0,0.0,0.0,96781.44
feat_83,76020.0,0.011325966850828728,0.18462624736307928,0.0,0.0,0.0,0.0,6.0
feat_84,76020.0,0.13800315706393054,0.6372586540676316,0.0,0.0,0.0,0.0,15.0
feat_85,76020.0,113.22505761641676,950.0863979471447,0.0,0.0,0.0,0.0,131100.0
feat_86,76020.0,0.127663772691397,0.6084815909828902,0.0,0.0,0.0,0.0,9.0
feat_87,76020.0,2.6308866087871613e-05,0.005129183171334563,0.0,0.0,0.0,0.0,1.0
feat_88,76020.0,0.01805130228887135,4.099461294591211,0.0,0.0,0.0,0.0,1096.02
feat_89,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_90,76020.0,12.215579715864248,783.2073988969206,0.0,0.0,0.0,0.0,138831.63
feat_91,76020.0,1493.6822699289662,20016.489148522593,0.0,0.0,0.0,0.0,1500000.0
feat_92,76020.0,308.0462764261375,659.710833315128,-115.86834997323643,3.833284444528328,40.785010535075514,334.8239172472529,22007.134046917185
feat_93,76020.0,0.00015785319652722967,0.02665190069484514,0.0,0.0,0.0,0.0,6.0
feat_94,76020.0,3.9463299131807416e-05,0.010880712173172406,0.0,0.0,0.0,0.0,3.0
feat_95,76020.0,2.6992501973164957,1.1052967291810671,0.0,3.0,3.0,3.0,33.0
feat_96,76020.0,5130228.886433395,226443467.84096885,-1.0,0.0,0.0,0.0,9999999999.0
feat_97,76020.0,6836.3811610011635,72014.69593686188,-15255.966097878105,-2090.2635370969583,434.19952733219304,3109.7251854792744,7760469.724630969
feat_98,76020.0,0.04814522494080505,6.0226924002230176,0.0,0.0,0.0,0.0,1260.0
feat_99,76020.0,1.8585749802683504,147.7865841785184,0.0,0.0,0.0,0.0,24650.01
feat_100,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_101,76020.0,2.9857932123125495,226.8629836662043,0.0,0.0,0.0,0.0,36000.0
feat_102,76020.0,48.44910694554064,10937.473019109915,-0.9,0.0,0.0,0.0,3000000.0
feat_103,76020.0,119.52963220205207,546.266294057292,0.0,0.0,0.0,0.0,21024.81
feat_104,76020.0,0.0015127598000526177,0.06248703493544928,0.0,0.0,0.0,0.0,3.0
feat_105,76020.0,0.2199428944024367,0.4146217320895262,-0.0677943547575465,-0.0077994973310946,0.00585037340053585,0.029296669692860072,1.065754604258401
feat_106,76020.0,98.78876913970008,22120.719163713413,0.0,0.0,0.0,0.0,6083691.87
feat_107,76020.0,0.06525914233096554,0.2469841879741496,0.0,0.0,0.0,0.0,1.0
feat_108,76020.0,0.010891870560378847,0.18043671220420862,0.0,0.0,0.0,0.0,3.0
feat_109,76020.0,-1523.1992765061825,39033.462363863284,-999999.0,2.0,2.0,2.0,238.0
feat_110,76020.0,0.7328334648776638,0.44248294108889275,0.0,0.0,1.0,1.0,1.0
feat_111,76020.0,3.6070639305445935,14.919725657404882,0.0,0.0,0.0,0.0,600.0
feat_112,76020.0,0.0037621678505656408,0.06122142800749458,0.0,0.0,0.0,0.0,1.0
feat_113,76020.0,7.892659826361483e-05,0.015387549514003687,0.0,0.0,0.0,0.0,3.0
feat_114,76020.0,0.15821033938437254,43.621319137856865,0.0,0.0,0.0,0.0,12027.15
feat_115,76020.0,4.632202052091555,17.175900018588226,0.0,0.0,0.0,0.0,468.0
feat_116,76020.0,295977.5058334757,468852.2417147616,-59313.30122037475,148633.026176858,255098.96984878386,373160.68017578364,54941123.70986429
feat_117,76020.0,530.3503587832782,1426.6794465110672,-236.741610600636,7.896941153006793,85.87469457298702,419.4447471845441,39722.46037825041
feat_118,76020.0,0.5130228887134964,113.59755883712091,0.0,0.0,0.0,0.0,30000.0
feat_119,76020.0,13679.673658247828,63014.07814239123,-4942.26,0.0,3.0,235.995,3458077.32
feat_120,76020.0,0.003393843725335438,0.1740594556289029,0.0,0.0,0.0,0.0,21.0
feat_121,76020.0,0.0749802683504341,2.089408332122347,0.0,0.0,0.0,0.0,210.0
feat_122,76020.0,4.363496448303078,14.406484794120768,0.0,0.0,0.0,3.0,510.0
feat_123,76020.0,0.00530123651670613,0.07261682156424148,0.0,0.0,0.0,0.0,1.0
feat_124,76020.0,5524861.877952005,234986852.92372093,-1.0,0.0,0.0,0.0,9999999999.0
feat_125,76020.0,0.41878453038674035,2.2411408753325692,0.0,0.0,0.0,0.0,114.0
feat_126,76020.0,0.016140489344909234,0.22426018898283578,0.0,0.0,0.0,0.0,12.0
feat_127,76020.0,7.892659826361483e-05,0.015387549514003687,0.0,0.0,0.0,0.0,3.0
feat_128,76020.0,1.9136160220994474,357.40532967611364,0.0,0.0,0.0,0.0,69622.29
feat_129,76020.0,68.27545185477506,1733.8382258124568,-287.67,0.0,0.0,0.0,231351.99
feat_130,76020.0,5.393212312549329,14.496095435576784,0.0,0.0,0.0,3.0,342.0
feat_131,76020.0,0.18662983425414365,31.87941803626913,0.0,0.0,0.0,0.0,7331.34
feat_132,76020.0,1048.8564471191792,8189.948852342315,-476.07,0.0,2.73,83.79,544365.57
feat_133,76020.0,0.41447513812154696,83.09679698652012,0.0,0.0,0.0,0.0,19531.8
feat_134,76020.0,4.5539068666140485,16.891800706403785,0.0,0.0,0.0,0.0,468.0
feat_135,76020.0,131544.33042620364,36269040.57361448,0.0,0.0,0.0,0.0,9999999999.0
feat_136,76020.0,36.90719376479874,472.0988629483027,0.0,0.0,0.0,0.0,60000.0
feat_137,76020.0,3.46223362273086,14.140650328829022,0.0,0.0,0.0,0.0,438.0
feat_138,76020.0,0.00010523546435148645,0.01025796149504999,0.0,0.0,0.0,0.0,1.0
feat_139,76020.0,0.23118942383583269,57.32095849552559,0.0,0.0,0.0,0.0,15691.8
feat_140,76020.0,0.07269139700078926,0.6108150135112809,0.0,0.0,0.0,0.0,111.0
feat_141,76020.0,5.2617732175743226e-05,0.010258366342669125,0.0,0.0,0.0,0.0,2.0
feat_143,76020.0,141.22678413575377,2515.6563021251154,-4942.26,0.0,0.0,0.0,240045.0
feat_144,76020.0,5130228.886430353,226443467.84096888,-1.0,0.0,0.0,0.0,9999999999.0
feat_145,76020.0,0.5673524072612471,36.51351321459827,0.0,0.0,0.0,0.0,6600.0
feat_146,76020.0,86.20826519337015,1614.7573127238222,0.0,0.0,0.0,0.0,210000.0
feat_147,76020.0,3.8943962115232833,10.416821239337764,0.0,0.0,0.0,3.0,339.0
feat_148,76020.0,0.08516179952644042,0.6121096352602358,0.0,0.0,0.0,0.0,33.0
feat_149,76020.0,131544.33042620364,36269040.57361447,0.0,0.0,0.0,0.0,9999999999.0
feat_150,76020.0,0.7194159431728493,3.210999275224297,0.0,0.0,0.0,0.0,90.0
feat_151,76020.0,1.9702165138809742,1.3005645195756705,-0.2215827903026955,0.0745958075752023,2.93483442277609,3.007037689198975,3.218954755758364
feat_152,76020.0,2.721453827940016,554.2494365228613,0.0,0.0,0.0,0.0,145384.92
feat_153,76020.0,0.00367008681925809,0.20206826119030585,0.0,0.0,0.0,0.0,24.0
feat_154,76020.0,0.5130228887134964,113.59755883712091,0.0,0.0,0.0,0.0,30000.0
feat_155,76020.0,613.5344431728493,9292.752725961009,0.0,0.0,0.0,0.0,668335.32
feat_156,76020.0,0.00023677979479084452,0.026651316350202896,0.0,0.0,0.0,0.0,3.0
feat_158,76020.0,263088.6608524073,51291831.708216466,0.0,0.0,0.0,0.0,9999999999.0
feat_159,76020.0,38000.36746325228,199527.4728877649,-34323.989454426635,-1861.0045364491134,5762.1641951465235,20409.761016475695,17454804.470192187
feat_160,76020.0,0.0011838989739542227,0.09852257434592583,0.0,0.0,0.0,0.0,21.0
feat_161,76020.0,0.08579321231254933,0.500022450058322,0.0,0.0,0.0,0.0,3.0
feat_162,76020.0,5703.008172454616,46202.53670003153,0.0,0.0,0.0,0.0,3004185.6
feat_163,76020.0,0.04293606945540647,0.20271434076456327,0.0,0.0,0.0,0.0,1.0
feat_164,76020.0,2.217995264404104,1.4977033439283371,0.0,0.0,3.0,3.0,18.0
feat_165,76020.0,0.17532438831886346,34.62551835279829,0.0,0.0,0.0,0.0,7741.95
feat_166,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_167,76020.0,131.03156590370955,14956.526225630727,0.0,0.0,0.0,0.0,3998687.46
feat_168,76020.0,0.06525914233096554,0.2469841879741496,0.0,0.0,0.0,0.0,1.0
feat_169,76020.0,46880289.585898355,684289435.0194302,-111227971.8699014,-18375631.016214326,128645.85213713165,18550893.74375279,10076313309.954737
feat_170,76020.0,2.7897722967640095,323.8142610312045,0.0,0.0,0.0,0.0,49581.27
feat_171,76020.0,657721.6520520916,81097906.49506742,-1.0,0.0,0.0,0.0,9999999999.0
feat_172,76020.0,0.00023677979479084452,0.030774592974308634,0.0,0.0,0.0,0.0,6.0
feat_173,76020.0,162.17043883188634,4698.868075368436,0.0,0.0,0.0,0.0,534000.0
feat_174,76020.0,0.001026045777426993,0.18076224365765842,0.0,0.0,0.0,0.0,48.0
feat_175,76020.0,33.21286503551697,12.956485816411226,5.0,23.0,28.0,40.0,105.0
feat_176,76020.0,0.08938437253354381,0.6285962395145597,0.0,0.0,0.0,0.0,33.0
feat_177,76020.0,96.35273796369376,5218.428364852775,0.0,0.0,0.0,0.0,740006.61
feat_178,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_179,76020.0,0.011457511181268087,0.10642549323813516,0.0,0.0,0.0,0.0,1.0
feat_180,76020.0,19340.14869959743,115645.86270002469,-19561.795336116375,-1672.006399819737,2377.9589958301212,8673.893044231092,10475283.827046636
feat_181,76020.0,9101.781747921417,46770.47312814935,-7739.976884359396,-736.9497350736787,863.9387065268186,3538.3545452663666,3552851.1757571395
feat_182,76020.0,39831.60473713243,16027.037127443313,-501.5763641109054,28560.44309096605,34316.14531197469,47719.215401518755,132067.07054187637
feat_183,76020.0,24449.600254557365,37139.012122761,-3937.642393517901,6409.983155854028,13454.221284399271,28115.821159515275,1359922.7481528
feat_184,76020.0,3.9463299131807416e-05,0.010880712173172406,0.0,0.0,0.0,0.0,3.0
feat_185,76020.0,0.21307103393843724,41.82044445214991,0.0,0.0,0.0,0.0,10430.01
feat_186,76020.0,0.09204298776806069,0.28929967817441443,-0.0505072789807359,-0.006887839620288975,0.0014407686693948501,0.01081361215863045,1.041873977617438
feat_187,76020.0,68047.97435644468,324733.8967688562,-305139.18265307817,-45664.93148865219,11451.661650270536,74870.62837797558,17115116.257738758
feat_188,76020.0,76.02616535122336,4040.337841907308,0.0,0.0,0.0,0.0,681462.9
feat_189,76020.0,7.892659826361483e-05,0.015387549514003687,0.0,0.0,0.0,0.0,3.0
feat_190,76020.0,766.7047122804385,1728.5399927352921,-283.07198607608785,25.424907449925946,234.00486366071345,759.8792250367236,40920.59112756444
feat_191,76020.0,8957.449950404425,38068.437410933315,-7704.893078420615,-338.520595868756,1191.4580600428287,5367.161688020584,2732623.6894546845
feat_192,76020.0,0.7219021310181531,3.2263144199442686,0.0,0.0,0.0,0.0,90.0
feat_193,76020.0,37.20066736757069,47.86475451687256,-9.434397508948862,0.10349362290542988,27.54686533973613,60.3866325304236,185.5589210657513
feat_194,76020.0,0.004196264141015522,0.06464294607179909,0.0,0.0,0.0,0.0,1.0
feat_195,76020.0,0.045461720599842145,0.20831592210738734,0.0,0.0,0.0,0.0,1.0
feat_196,76020.0,131544.33042620364,36269040.57361448,0.0,0.0,0.0,0.0,9999999999.0
feat_197,76020.0,2.1947908445146016,9.131405659617323,0.0,0.0,0.0,0.0,438.0
feat_198,76020.0,113.05693449092342,512.1548226015158,0.0,0.0,0.0,0.0,16566.81
feat_199,76020.0,0.004222573007103394,0.13970239682751612,0.0,0.0,0.0,0.0,12.0
feat_200,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_201,76020.0,2.6308866087871613e-05,0.005129183171334563,0.0,0.0,0.0,0.0,1.0
feat_202,76020.0,3.371862667719021,1.336653657603489,0.0,3.0,3.0,3.0,114.0
feat_203,76020.0,113.792410023678,953.5786239926568,0.0,0.0,0.0,0.0,131100.0
feat_204,76020.0,4998684.556195738,223522965.12492174,0.0,0.0,0.0,0.0,9999999999.0
feat_205,76020.0,0.01606156274664562,0.3316089069936069,0.0,0.0,0.0,0.0,27.0
feat_206,76020.0,0.8792817679558012,0.3258016832314773,0.0,1.0,1.0,1.0,1.0
feat_207,76020.0,2.6308866087871613e-05,0.005129183171334563,0.0,0.0,0.0,0.0,1.0
feat_208,76020.0,0.08516179952644042,0.6121096352602358,0.0,0.0,0.0,0.0,33.0
feat_209,76020.0,1.999171270718232,1.43190152967558,0.0,0.0,3.0,3.0,15.0
feat_210,76020.0,0.9954880294659301,0.06701993540257138,0.0,1.0,1.0,1.0,1.0
feat_211,76020.0,68.6180868192581,535.4737496303774,0.0,0.0,0.0,0.0,45990.0
feat_212,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_213,76020.0,7.935823993685871,455.8872179880781,0.0,0.0,0.0,0.0,50003.88
feat_214,76020.0,0.027558537227045515,0.1637052741486503,0.0,0.0,0.0,0.0,1.0
feat_215,76020.0,15224.674952168043,74704.20173372158,-13044.070781099696,-1498.6785696070258,892.5532942109543,4169.07237914187,4737716.005247766
feat_216,76020.0,3.1607154696132596,95.2682043651314,0.0,0.0,0.0,0.0,8237.82
feat_217,76020.0,854.1207470402526,14255.888099873233,0.0,0.0,0.0,0.0,1155003.0
feat_218,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_219,76020.0,51044.168879988996,23436.44916937523,2644.9806856953587,34905.966020712,44392.670889490044,60944.66849105741,255951.3872960293
feat_220,76020.0,0.07829518547750591,2.5582159751668163,0.0,0.0,0.0,0.0,351.0
feat_221,76020.0,-0.00028018111303553537,0.05006697876570601,-0.2064079444980132,-0.033896007194369325,-0.00050764610406365,0.033378810758765254,0.2162654924938271
feat_222,76020.0,2.6308866087871613e-05,0.005129183171334563,0.0,0.0,0.0,0.0,1.0
feat_223,76020.0,619.5850098658249,11252.995089336531,0.0,0.0,0.0,0.0,450000.0
feat_224,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_225,76020.0,0.024638253091291765,0.1550210492062189,0.0,0.0,0.0,0.0,1.0
feat_226,76020.0,4998684.556195738,223522965.12492174,0.0,0.0,0.0,0.0,9999999999.0
feat_227,76020.0,31511.02910197085,160712.34549022935,-25939.694655674622,-1954.0449901618945,3925.8365705010283,15248.236128986255,13071887.772357274
feat_228,76020.0,2.3828729281767957,1.6427865621462867,0.0,0.0,3.0,3.0,33.0
feat_229,76020.0,2.9158642462509867,11.112898760745832,0.0,0.0,0.0,0.0,468.0
feat_230,76020.0,956.9502071823205,16006.980565275077,0.0,0.0,0.0,0.0,1500000.0
feat_231,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_232,76020.0,0.0020915548539857933,0.08633821280941298,0.0,0.0,0.0,0.0,6.0
feat_233,76020.0,0.39281767955801106,2.215853133659067,0.0,0.0,0.0,0.0,180.0
feat_234,76020.0,0.0036306235201262827,0.06014557073473622,0.0,0.0,0.0,0.0,1.0
feat_235,76020.0,27.399455801104974,2477.810743635563,0.0,0.0,0.0,0.0,455858.16
feat_236,76020.0,0.03946329913180742,10.88071217317241,0.0,0.0,0.0,0.0,3000.0
feat_237,76020.0,32.54932912391476,393.83493948981794,0.0,0.0,0.0,0.0,30000.0
feat_238,76020.0,0.1303078137332281,0.618826295917615,0.0,0.0,0.0,0.0,6.0
feat_239,76020.0,0.011878453038674033,0.36248007772075763,0.0,0.0,0.0,0.0,36.0
feat_240,76020.0,771.2274490923442,13082.155867241272,0.0,0.0,0.0,0.0,840000.0
feat_241,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_242,76020.0,21133.840737852715,133114.8508147878,-21575.172138077607,-2096.732001955747,2385.1468198123507,9010.382977449615,12221888.926813103
feat_243,76020.0,69.09620047355959,2839.618964458052,0.0,0.0,0.0,0.0,450000.0
feat_244,76020.0,4401.0024392265195,35507.18316450737,0.0,0.0,0.0,0.0,2272859.43
feat_245,76020.0,3997.0233279400163,37773.138996983624,0.0,0.0,0.0,0.0,3000538.14
feat_246,76020.0,0.023638516179952645,0.15192116487707708,0.0,0.0,0.0,0.0,1.0
feat_247,76020.0,0.053604314654038414,0.3349083006852164,0.0,0.0,0.0,0.0,3.0
feat_248,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_249,76020.0,116.78252801894237,13620.442171747254,0.0,0.0,0.0,0.0,3410058.66
feat_250,76020.0,117235.80943037664,182664.59850287266,5163.75,67870.6125,106409.16,118756.2525,22034738.76
feat_251,76020.0,3.345940805051302,126.68015248046413,0.0,0.0,0.0,0.0,12210.78
feat_252,76020.0,3.9463299131807416e-05,0.010880712173172408,0.0,0.0,0.0,0.0,3.0
feat_253,76020.0,8001.4577579497945,64259.44628693799,-12799.30720289075,-1531.048995666562,820.6883290970113,3519.1200804803752,4051622.129745079
feat_254,76020.0,0.028597737437516445,0.16667415001944072,0.0,0.0,0.0,0.0,1.0
feat_255,76020.0,0.0010655090765588004,0.06966286184873964,0.0,0.0,0.0,0.0,12.0
feat_256,76020.0,1.3651460142067877,113.95963725464256,0.0,0.0,0.0,0.0,20385.72
feat_257,76020.0,0.08938437253354381,0.6285962395145597,0.0,0.0,0.0,0.0,33.0
feat_258,76020.0,81.43382794001577,11282.413386011149,0.0,0.0,0.0,0.0,2754476.46
feat_259,76020.0,2.724940805051302,1.1391586014845583,0.0,3.0,3.0,3.0,33.0
feat_260,76020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feat_261,76020.0,31.19661799787436,41.15277060496642,-7.242698734028964,-0.06038148817403403,3.4153494737800845,58.87334253779879,155.59928404348574
feat_262,76020.0,2.6308866087871613e-05,0.005129183171334563,0.0,0.0,0.0,0.0,1.0
feat_263,76020.0,0.3441740331491713,73.37651278520292,0.0,0.0,0.0,0.0,18870.99
feat_264,76020.0,0.05224940805051302,0.22253102888627024,0.0,0.0,0.0,0.0,1.0
feat_265,76020.0,6021.6159009471185,48144.71396984873,0.0,0.0,0.0,0.0,3008077.32
feat_266,76020.0,0.010168376742962379,0.10032503804252453,0.0,0.0,0.0,0.0,1.0
feat_267,76020.0,2.6308866087871613e-05,0.005129183171334563,0.0,0.0,0.0,0.0,1.0
feat_268,76020.0,72.36306708760853,339.315830906626,0.0,0.0,0.0,0.0,12888.03
feat_269,76020.0,0.004275190739279137,0.06524545563824298,0.0,0.0,0.0,0.0,1.0
feat_270,76020.0,0.004419889502762431,0.2642563577907936,0.0,0.0,0.0,0.0,39.0
feat_271,76020.0,0.002565114443567482,0.10145677240156387,0.0,0.0,0.0,0.0,12.0
feat_272,76020.0,0.10205209155485398,0.4876873585106612,0.0,0.0,0.0,0.0,3.0
feat_273,76020.0,0.00269665877400684,0.051859639251420266,0.0,0.0,0.0,0.0,1.0
feat_274,76020.0,13.964580505130227,1151.5108617094318,0.0,0.0,0.0,0.0,210001.35
feat_275,76020.0,76.08163338595106,739.7766260374699,0.0,0.0,0.0,0.0,69756.72
feat_276,76020.0,43.40962904498816,10934.966158835774,0.0,0.0,0.0,0.0,3000000.0
feat_277,76020.0,0.0037227045514338333,0.060900696306898,0.0,0.0,0.0,0.0,1.0
feat_278,76020.0,0.16771902131018154,0.7458218155768275,0.0,0.0,0.0,0.0,18.0
feat_279,76020.0,0.00269665877400684,0.051859639251420266,0.0,0.0,0.0,0.0,1.0
feat_280,76020.0,12325.080483466108,62248.1420530764,-11533.999234985378,-1351.677598154783,546.1067607076673,2888.2092314184165,3622018.713475513
