,zero_ratio
feat_239,0.9981978426729808
feat_329,0.9981978426729808
feat_188,0.998145224940805
feat_12,0.9981189160747171
feat_326,0.9981189160747171
feat_279,0.9973033412259932
feat_235,0.9973033412259932
feat_309,0.9973033412259932
feat_273,0.9973033412259932
feat_291,0.9973033412259932
feat_216,0.9969876348329387
feat_283,0.9969876348329387
feat_220,0.9967377006051039
feat_234,0.9963693764798737
feat_108,0.9963693764798737
feat_289,0.9963299131807419
feat_205,0.9963299131807419
feat_277,0.9962772954485661
feat_302,0.9962772954485661
feat_83,0.9962378321494344
feat_102,0.9962378321494344
feat_112,0.9962378321494344
feat_121,0.996119442252039
feat_16,0.996119442252039
feat_173,0.9960799789529071
feat_194,0.9958037358589845
feat_39,0.9957248092607208
feat_269,0.9957248092607208
feat_3,0.9954222573007103
feat_223,0.9947250723493818
feat_66,0.9947250723493818
feat_243,0.9946987634832939
feat_123,0.9946987634832939
feat_126,0.9946987634832939
feat_240,0.9935806366745593
feat_230,0.9929360694554065
feat_25,0.9929360694554065
feat_91,0.9900026308866088
feat_266,0.9898316232570377
feat_323,0.9885819521178637
feat_237,0.9885819521178637
feat_321,0.9885819521178637
feat_179,0.988542488818732
feat_307,0.988542488818732
feat_34,0.9871612733491186
feat_155,0.9830833991054986
feat_56,0.9820705077611155
feat_129,0.9816890292028414
feat_55,0.9775585372270456
feat_286,0.9775585372270456
feat_246,0.9763614838200474
feat_148,0.9763614838200474
feat_63,0.9763614838200474
feat_208,0.9763614838200474
feat_140,0.9763483293870034
feat_75,0.9763483293870034
feat_257,0.9753617469087082
feat_225,0.9753617469087082
feat_176,0.9753617469087082
feat_275,0.9753617469087082
feat_342,0.9753617469087082
feat_327,0.9735727440147329
feat_21,0.9730334122599316
feat_36,0.972744014732965
feat_214,0.9724414627729545
feat_143,0.9714022625624835
feat_254,0.9714022625624835
feat_161,0.9714022625624835
feat_71,0.9710734017363851
feat_65,0.9710734017363851
feat_247,0.9708629308076822
feat_79,0.9671665351223362
feat_78,0.9671665351223362
feat_61,0.9621152328334649
feat_292,0.9621152328334649
feat_41,0.9621152328334649
feat_245,0.9605893186003683
feat_295,0.9585240726124704
feat_285,0.9581162851881084
feat_33,0.9576295711654828
feat_86,0.9576295711654828
feat_300,0.9571165482767693
feat_163,0.9570639305445935
feat_238,0.9570639305445935
feat_265,0.9545382794001579
feat_84,0.9545382794001579
feat_195,0.9545382794001579
feat_162,0.9542751907392791
feat_244,0.9542751907392791
feat_272,0.9541831097079716
feat_146,0.9510786635096027
feat_314,0.9510786635096027
feat_346,0.9491449618521441
feat_24,0.9491449618521441
feat_43,0.9491449618521441
feat_264,0.947750591949487
feat_278,0.947750591949487
feat_107,0.9347408576690345
feat_136,0.9347408576690345
feat_168,0.9347408576690345
feat_125,0.9347408576690345
feat_217,0.9334122599315969
feat_81,0.9334122599315969
feat_233,0.9334122599315969
feat_51,0.9324782951854775
feat_8,0.9324782951854775
feat_341,0.9277032359905288
feat_59,0.9191265456458827
feat_150,0.9120757695343331
feat_18,0.9120757695343331
feat_192,0.9119310707708498
feat_211,0.9119310707708498
feat_29,0.9078400420941858
feat_281,0.9031307550644567
feat_339,0.8938831886345698
feat_344,0.8902788739805314
feat_67,0.889358063667456
feat_85,0.8862404630360431
feat_293,0.8862404630360431
feat_203,0.8860826098395159
feat_288,0.8860826098395159
feat_299,0.8706919231781111
feat_268,0.8691791633780585
feat_197,0.8691791633780585
feat_333,0.8519600105235464
feat_137,0.8481978426729808
feat_198,0.8481978426729808
feat_332,0.8469876348329387
feat_103,0.8462246777163904
feat_111,0.8462246777163904
feat_229,0.8454485661667982
feat_331,0.8454485661667982
feat_134,0.8202446724546172
feat_115,0.8187845303867404
feat_22,0.8139963167587477
feat_9,0.7963825309129177
feat_122,0.7154959221257564
feat_147,0.6664430413049197
feat_73,0.6571165482767692
feat_130,0.6430018416206261
feat_69,0.3898579321231255
feat_209,0.33624046303604316
feat_46,0.33624046303604316
feat_132,0.3244409365956327
feat_164,0.28818731912654566
feat_119,0.26716653512233624
feat_228,0.26716653512233624
feat_110,0.26716653512233624
feat_35,0.2568797684819784
feat_95,0.12071823204419889
feat_206,0.12071823204419889
feat_259,0.11924493554327809
feat_48,0.11924493554327809
feat_297,0.04197579584319916
feat_20,0.04197579584319916
feat_338,0.005735332807156011
feat_53,0.005406471981057617
feat_202,0.0045119705340699815
feat_210,0.0045119705340699815
feat_109,0.0009865824782951855
feat_312,0.0
feat_334,0.0
feat_7,0.0
feat_313,0.0
feat_15,0.0
feat_183,0.0
feat_175,0.0
feat_180,0.0
feat_169,0.0
feat_328,0.0
feat_72,0.0
feat_80,0.0
feat_159,0.0
feat_151,0.0
feat_193,0.0
feat_191,0.0
feat_187,0.0
feat_190,0.0
feat_186,0.0
feat_181,0.0
feat_182,0.0
feat_47,0.0
feat_215,0.0
feat_219,0.0
feat_54,0.0
feat_57,0.0
feat_44,0.0
feat_242,0.0
feat_221,0.0
feat_227,0.0
feat_92,0.0
feat_117,0.0
feat_116,0.0
feat_280,0.0
feat_253,0.0
feat_250,0.0
feat_97,0.0
feat_261,0.0
feat_105,0.0
feat_5,0.0
feat_298,0.0
feat_296,0.0
feat_23,0.0
feat_306,0.0
feat_305,0.0
feat_350,0.0
