Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
57,16712381,Night_owls,"2026-08-13 10:21:00",0.215107102593,20,"faysalmahamudhimel,tanmoysazzanrupom"
58,16696131,SUST_Nabajatra,"2026-08-12 00:09:49",0.214747356051,33,"sayemali,shuvocs23"
59,16696532,Optima,"2026-08-12 04:33:58",0.214643652561,34,fksifat
60,16700230,Team_Prime,"2026-08-13 09:49:44",0.212778176597,34,tasnimtaz
61,16697121,COIN_Lab,"2026-08-10 10:47:25",0.212743173300,11,"lucidloop,tofael088"
62,16707852,Helios,"2026-08-13 11:09:00",0.212269083304,25,beingmysterious
63,16697055,Small_Potatoes,"2026-08-13 11:48:15",0.212121212121,9,"azmainislam,samantarahmanroza"
64,16696562,MetricCrusherRU,"2026-08-13 06:05:34",0.210961493030,31,"mdahanafarifkhan,tawhid830"
65,16695709,Asmaul_Husna_Ankhy,"2026-08-13 07:59:10",0.209934171154,15,asmaulhusnaankhy
66,16697318,"Kicchu Parina bhai","2026-08-11 16:59:04",0.209599295464,19,dibbo06
67,16697289,Technomancers,"2026-08-13 05:22:49",0.208168642951,21,"faheemfayaz01,turjodeb"
68,16695688,PSTU_DataForge,"2026-08-13 11:44:12",0.206660137120,45,"sajibbosu,tanvirahmed74862"
69,16695748,Term_Final_Cole,"2026-08-13 11:05:56",0.204659264097,29,"nafisahammad,nurulabsarshadik"
70,16696896,AuraX,"2026-08-13 08:31:55",0.202781289506,31,zeeshanuxai
71,16708213,FirstTime,"2026-08-12 21:13:20",0.201077199281,4,"dipta117,kazirifatalmuin"
72,16710440,Insight_Engineers,"2026-08-12 09:27:43",0.201002374043,9,"mehedyalvi,mosabbirhossain1"
73,16711241,Byte_Pair,"2026-08-13 11:54:40",0.200472813238,11,"amaduddinosama,wazihajannatramisa"
74,16696570,"Data pirates","2026-08-12 13:51:17",0.200044752741,25,"afrin75,aishwariyasarder"
75,16705508,new_folder,"2026-08-13 10:35:52",0.198585276395,20,"aeyonn,shad1o1"
76,16695759,rishat8903,"2026-08-13 07:21:06",0.198446504635,16,rishat8903
77,16699825,"Md. Hajek Anjum Benoy","2026-08-13 06:25:45",0.197802197802,17,mdhajekanjumbenoy
78,16696211,Firefox,"2026-08-12 19:54:20",0.197618444388,7,"arabizaman,fahimalamjaki"
79,16697186,"PROSENJIT MONDOL","2026-08-09 17:49:44",0.197036223929,3,prosenjitmondol
80,16695708,PSTU_Pokemon_Trainers,"2026-08-13 08:43:37",0.195764705882,30,"arifz04,tanvirishrak"
81,16696110,"Binary Brain","2026-08-13 11:00:45",0.195240407965,29,mdsohel123
82,16695784,BigO,"2026-08-12 16:09:42",0.191616766467,10,mihrubazizbhuiyan
83,16697423,Puchu_Puch_Tum_Kaha_Hoo,"2026-08-13 10:56:51",0.190999476713,8,"kabyadebkrishna,shahrearalsakib"
84,16695675,letObiSolo,"2026-08-13 06:15:24",0.188253012048,13,obiditislam
85,16695678,PSTU_Hail_Mary,"2026-08-10 19:10:11",0.188235294117,8,hindbiswaskrishna
86,16701393,Data_killer,"2026-08-13 05:39:43",0.188121625461,4,mdhadi2
87,16709389,"Data Paglus","2026-08-13 11:21:28",0.186974789915,10,"sadiajahanturabe,wasiiiif"
88,16701477,NITER_Ar_Akta_DataTeam,"2026-08-11 20:06:05",0.181182639091,9,sushmoynandi
89,16696105,ByteForce,"2026-08-09 14:57:43",0.179502369668,5,mdsaimon114
90,16697416,"Ki je hoi","2026-08-09 19:19:10",0.178905206942,2,mdmeheduzzaman
91,16700612,data_not_enough,"2026-08-12 16:54:01",0.177034973692,3,mahabub001cs
92,16695750,Data_Alchemist,"2026-08-12 17:48:55",0.171635049683,4,farisaahmed
93,16701733,PSTU_Data_Crafter,"2026-08-13 08:19:23",0.170783775541,14,"shafayethossain7,shaidibnasobhan"
